"country_name","country_code","yr2000","yr2001","yr2002","yr2003","yr2004","yr2005","yr2006","yr2007","yr2008","yr2009","yr2010","yr2011","yr2012","yr2013","yr2014","yr2015"
"Liechtenstein","LIE",74853.938729354,74267.4864926848,79359.8046734863,89851.9771623056,100265.955125015,105414.442020548,114390.59973152,130655.636959737,143255.981619193,126082.492630969,141200.380010278,158156.599825792,149010.224898665,173058.317372602,178845.631017897,167290.939983907
"Lithuania","LTU",3297.35470084107,3530.14733731891,4146.98792783931,5505.5356688311,6706.96699843928,7863.16200865166,9240.64254797441,12297.9153480396,14961.5681759187,11837.3910271086,11957.0842136065,14354.1883792953,14339.2878672896,15702.143059565,16548.4064052386,14249.1149666026
"Luxembourg","LUX",48735.995492187,48179.4208526047,52930.6411522641,65445.8850307407,75716.3510789884,80289.696409954,89739.7116961301,106018.492790674,114293.84332087,103198.669312625,104965.306078267,115761.507705096,106749.013622989,113625.13289956,118823.648368575,101376.496574339
"Macao SAR, China","MAC",15710.0869270706,15552.9503784141,16315.3636307149,17808.9015073297,22446.33636543,25043.0189453563,29950.7731064328,36352.9184556869,40597.5574823323,40796.9618339517,52253.1553117325,66644.3853449773,76291.8474900231,89287.4540184115,93777.1067959425,75340.9869811152
"North Macedonia","MKD",1854.14595610107,1815.92009071121,1961.20373553606,2408.80011005532,2762.56035837584,3037.75311030445,3325.6358088571,4036.20276983476,4793.44366858209,4544.00883488258,4542.89971678317,5063.78698606358,4698.14129350594,5210.67583028154,5468.48086914212,4840.27312286783
"Madagascar","MDG",293.607157402594,334.441638283939,319.216473953508,368.797194249768,284.48764641853,319.537440228976,338.751126492786,438.655290070345,536.351459479855,467.539754891148,471.959197029823,531.265571840383,518.15295430212,541.066199955123,530.861345678745,467.235399432808
"Malawi","MWI",156.385718599912,150.148955764119,298.433384945159,267.399056501788,282.567084599486,289.555168920514,308.16347571141,332.259144361638,387.605975305468,438.212042916878,478.668589704525,534.951264721663,391.561832360636,348.430269640572,371.269749625713,380.597033140938
"Malaysia","MYS",4043.66205143391,3913.42872623909,4165.72610363859,4461.84768676805,4952.2129750437,5587.02564962339,6209.12450825631,7243.45598744703,8474.58682876228,7292.49444727908,9040.56625117172,10399.372753345,10817.4428742856,10970.1232849014,11319.0797572756,9955.24212653611
"Maldives","MDV",2234.57986558466,3039.33462296316,3049.19761647393,3475.98330493454,3941.43113584887,3639.9665762434,4809.96311494807,5574.45187632955,6614.15914742089,6636.41241602952,7076.66242320238,7291.42764039704,7265.61365556669,7928.45736514824,8499.36576172668,9033.3904129872
"Mali","MLI",269.871137691703,307.436920532829,334.836520639048,392.524758957184,440.168441800791,489.021068995931,523.038603102408,596.690188823963,694.277650085098,698.898921861432,710.274202175837,837.603440597371,778.619285773713,805.032838043922,848.302757966684,751.478668644525
"Malta","MLT",10391.004315879,10346.5533651527,11281.1403073267,13587.8092698066,15063.2051795658,15857.6031575306,16671.5671992638,19375.569601363,21928.7006740562,20675.5825862064,21107.3644349639,22858.5860907173,21916.4115923962,23837.279991256,26008.8277215807,24002.5232912389
"Marshall Islands","MHL",2272.72279471164,2388.54964801058,2515.52797403093,2458.0683178689,2456.24495190543,2568.36114227804,2608.60544766618,2745.438975219,2726.09748282123,2698.17955555556,2876.994996984,3083.83187985353,3224.33838179029,3296.69816291405,3230.02326028787,3213.83728825363
"Mauritania","MRT",676.567658401327,646.116310979754,639.667122369694,717.90037013724,803.777642111225,970.843644819879,1288.14429739368,1351.45684195751,1558.88974344874,1392.46414374343,1610.92390847611,1879.77142715638,1815.21942921145,1892.09548717758,1677.10816613189,1524.07288252212
"Mauritius","MUS",3929.07549503364,3856.62522686864,4018.94889731864,4793.71817900161,5388.06578367365,5282.90602155635,5695.96932704928,6574.65433811493,8030.06300537304,7318.12640972422,8000.37643182154,9197.02697152061,9291.22761861899,9637.00265000958,10153.9382184867,9260.44730250635
"Mexico","MEX",7157.81449985734,7544.56864813643,7593.13779293625,7075.36964299974,7484.48654193029,8277.67125149603,9068.29438701235,9642.68060504911,10016.5713043884,8002.97210649807,9271.39823324639,10203.4208543113,10241.7279153745,10725.1833166036,10922.3760488647,9605.95235103139
"Micronesia, Fed. Sts.","FSM",2171.95024301223,2248.42917525869,2265.88059422592,2295.88965491436,2253.09261430246,2358.28001771429,2406.18291560296,2458.61131323963,2541.40888326589,2721.87035688274,2885.44567636113,3009.19864668922,3131.38671463839,2994.67930442007,2971.45729017367,2906.37678497635
"Moldova","MDA",440.672030653269,507.557658390849,570.972645432751,682.525508823377,897.449958810326,1034.70705816743,1183.37921117185,1531.68547618214,2111.20149504197,1899.01011658378,2437.52997842423,2942.25594861529,3045.73987422417,3322.0384362615,3328.80144892125,2732.45711293733
"Monaco","MCO",82367.9912769359,83734.779981858,90501.3418042666,108627.305660202,123519.805970149,124193.605575991,134044.701161335,169961.383945783,185721.794154104,154762.199426852,150725.194124207,169020.88783177,157515.899069445,177664.115616089,189422.21876884,166011.50913116
"Mongolia","MNG",474.216896516578,524.055307892296,571.592639528765,646.193256289382,797.978685268444,998.831364810828,1334.21168135831,1632.72695225898,2136.56321364601,1714.36054504148,2643.29291416763,3757.5586328813,4351.8869200565,4366.07590145025,4158.52571473091,3918.57917389554
"Montenegro","MNE",1627.07263304394,1909.59870186179,2106.6350684523,2789.15906483509,3380.16512135859,3674.6179242797,4425.67887307803,5976.39414454596,7367.75190910882,6727.10776676969,6682.28115774575,7318.74469026724,6586.7212793222,7189.29328653737,7388.14779373126,6517.16375162528
"Morocco","MAR",1334.94305104384,1339.29357716301,1416.48815826199,1725.45803790064,1952.90183022604,2018.02574307829,2196.01218967016,2499.25993757187,2890.36008322739,2866.92419864666,2839.92516805933,3046.94913644957,2912.65827494029,3121.68117550498,3171.69919227376,2875.25798516781
"Mozambique","MOZ",313.568034141097,291.46773901755,299.683054089599,323.522588695309,381.156592740039,415.348291028051,434.034028823205,480.933520061827,564.479487690857,519.760404713804,471.181692645893,594.586466669704,657.645337819668,664.078211827767,673.969955508106,589.859028149831
"Myanmar","MMR",190.606231910312,137.16832669199,142.082265230195,217.390418948114,217.594282612061,244.88234994012,294.163181308112,406.728689152252,638.149059869843,734.44600674882,979.051630004942,1176.24245336109,1165.79432896131,1162.33144011893,1251.82076450814,1287.43048657119
"Namibia","NAM",2136.44024281489,1906.29260427331,1769.1759103703,2560.77403635788,3396.91193228709,3674.00220069668,3974.52242536964,4356.24451175013,4153.24793794677,4265.25874549596,5318.00693967195,5723.32549028316,5942.27378751117,5377.72732693011,5435.17191125163,4869.37840629792
"Nauru","NRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4754.0750016078,6568.10258231227,9429.63337725871,9101.91698033437,8829.35671886048,6956.25380055393
"Nepal","NPL",229.4902871214,246.725628999885,244.720823729325,252.40243228149,286.157593788411,315.805629997361,346.945251393727,391.380131359361,470.455547251206,478.173181617538,592.401097450929,699.429337677581,698.466479416086,715.923743046061,743.413381296219,792.552890593381
"Netherlands","NLD",26149.41107829,26873.2759335114,29204.0398310254,35672.2065978453,40362.3947822685,41979.0558457881,44863.3506314287,51733.4421317965,57644.4799749353,52514.0271165323,50950.0343435181,54159.3466126142,50073.0056559308,52184.0618504931,52830.1742328055,45175.2318933798
"New Caledonia","NCL",12579.5951055864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand","NZL",13641.1027183822,13882.8568268586,16874.1874918196,21913.7081719961,25420.234882944,27751.0654708859,26671.3294177179,32511.126663932,31290.2537245347,28205.732843583,33700.126039246,38437.543157275,39982.7543013783,42962.9882149803,44553.2822108385,38615.9951849093
"Nicaragua","NIC",1007.50142861723,1034.55158791486,1000.93594760549,1005.73247343454,1080.2681122223,1162.29011254959,1226.6429742834,1327.95969869275,1499.25867804528,1444.37252717198,1503.87042323136,1655.80182373144,1760.45438654986,1811.63919333528,1934.06950834664,2049.84968976149
"Niger","NER",197.524462944643,208.067662233051,227.136278746345,267.853288118922,285.095090736751,321.089836161904,335.341437858856,387.780891114689,473.414671646332,459.424173239709,473.299877491723,508.396568098584,526.35096555995,548.892954823143,562.121844645643,483.339282202639
"Nigeria","NGA",567.930736009565,590.381815034907,741.747511180463,795.386246742987,1007.87432751604,1268.38344331693,1656.42475868056,1883.46131124932,2242.87188553694,1891.33537046421,2292.44515619082,2520.40416579378,2746.99178858383,2998.07284264118,3222.69353725587,2730.4303237015
"Northern Mariana Islands","MNP",NA,NA,21978.7743923314,21381.6073308368,21136.8479893792,18764.8119981607,17715.9013635876,16986.9066806715,17189.9313501144,14669.7913014596,14804.2467250931,13571.0582833444,13827.7696967465,14274.2406542056,15278.9078745141,16690.5700968089
"Norway","NOR",38131.4606116242,38542.715099709,43084.4724650717,50134.8907734947,57603.836021826,66810.478520868,74148.3200757187,85139.9604469545,96944.0956064873,79977.6970817492,87693.7900658099,100600.562407589,101524.141851985,102913.450843674,97019.1827527462,74355.5158575643
"Oman","OMN",8601.25416998664,8475.96413565079,8626.98409704164,9066.3474976355,10126.1161041706,12377.06807379,14420.51705717,15838.4656056123,22139.6404093693,16823.7716507022,18756.979252001,20921.1459820841,21902.5813563661,20926.5540495711,20131.9167222582,16028.7513645532
"Pakistan","PAK",576.195600593124,544.494273782261,534.303882822,599.3763227104,687.836417052676,748.922584598993,836.86052111605,908.095090591223,990.846599619906,957.995680750104,987.409723043923,1164.97612914872,1198.10900052752,1208.90431029644,1251.16410422834,1356.66775582649
"Palau","PLW",7647.92986129286,8085.06654286599,8302.01150888629,7762.22424150639,8299.49665274073,9325.55482533745,9673.94575230297,10159.2180812193,10587.2754491018,10028.4003281378,10219.9275967697,10884.4125105664,11967.3072562358,12688.1972054981,13794.7917848633,15871.8426266629
"Panama","PAN",4060.32449292618,4046.41998052853,4126.24155814134,4267.30332484899,4592.15261354224,4916.91499382773,5348.89529216615,6166.18072053682,7154.274496019,7576.14046655482,8082.02845866252,9358.25147451101,10722.2836326295,11889.1276274385,12796.0700430496,13630.3079737945
"Papua New Guinea","PNG",602.186902266008,515.684607768824,491.834308148948,568.246439882367,618.036897690386,749.186396205756,1256.97889113323,1401.94718173894,1672.95078393202,1626.31239929579,1949.35251838561,2406.90967879579,2790.67666914736,2729.89190578265,2920.78372080202,2679.34558781427
"Paraguay","PRY",1663.60525171951,1565.05371192641,1300.85142610263,1365.41641811806,1679.49717143909,1843.63379108317,2271.09003761933,2976.82550327827,4041.58387643025,3624.57105807169,4355.93493867734,5322.96375987671,5183.08287691315,5926.83286284344,6102.94323272326,5406.70385708338
"Peru","PER",1955.58800627896,1941.47563173441,2021.23974003736,2145.64318305231,2417.03550061566,2729.49868238345,3154.33123689413,3606.07043477475,4220.61696939508,4196.31279301889,5082.35475666351,5869.32307961474,6528.97221785312,6756.75276926556,6672.8802554854,6229.10169612596
"Philippines","PHL",1072.80906433929,990.563896173926,1036.1593134493,1048.00819194296,1121.4896323006,1244.34904099492,1452.43865554733,1744.64031267874,1991.23154166581,1905.89471052597,2217.47400856616,2450.73365615789,2694.30547297894,2871.43090178415,2959.64845212051,3001.04037106857
"Poland","POL",4492.72760355938,4981.1986188017,5196.93292103894,5693.37776322597,6681.17881781198,8020.96316435897,9038.65480730812,11255.379833753,14001.3815599165,11527.5344226464,12599.5335818707,13893.509259001,13145.5392627865,13781.0626053813,14347.9145754456,12572.4266045561
"Portugal","PRT",11497.7534604525,11724.6114954602,12875.3207922585,15762.9757897367,18031.0004215768,18773.1253616354,19822.8460287336,22782.0946224629,24847.545135091,23059.7974457294,22498.6908586557,23186.9131283278,20564.8898617969,21647.0418118869,22074.3007634216,19242.3664710981
"Puerto Rico","PRI",16192.1269719638,18123.1987019918,18731.4593897378,19557.1202492358,20988.9923326534,21959.322696986,22935.9411586313,23664.8823485096,24898.3345857045,25768.7258883384,26435.74878578,27278.8830499205,27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861
"Qatar","QAT",29976.117039047,28517.2672052928,30214.8590095562,34517.7550921858,42124.8290055486,51455.5941945775,59530.1535400938,65421.7527679693,80234.4700713492,59094.4449369175,67403.1602978106,82409.5803345471,85076.1479273998,85050.9109716822,83858.5283798723,63039.0165548075
"Romania","ROU",1659.90763954548,1825.17980455979,2119.88267323918,2679.41190951209,3494.94451718304,4617.92901643258,5757.4964285719,8360.16632132485,10435.0439841037,8548.11867218639,8209.9194562169,9104.99562203019,8535.0468756267,9555.2442173314,10026.9735781794,8977.43738227167
"Russian Federation","RUS",1771.59405905827,2100.35251171829,2377.52957748244,2975.12535330125,4102.36483299792,5323.46308263384,6920.18912483291,9101.25504905672,11635.2729337888,8562.81327716515,10674.9957825675,14311.0843159612,15420.8745413273,15974.6446270517,14095.648742954,9313.01362484996
"Rwanda","RWA",218.680162740555,203.456871452234,199.067329815645,215.748981535709,240.649293629715,291.996686244083,368.248892864394,440.330180877078,545.755100548481,582.057276797353,612.343699051263,671.509939994776,728.697297125371,726.180156859823,747.000511564279,754.906789007641
"Samoa","WSM",1542.06673580116,1557.01717959599,1633.03543188794,1909.12217089109,2353.54821859811,2590.41779087481,2796.57024604136,3133.6541130672,3379.08209283546,3168.17670633226,3566.36237812576,3933.45935710691,4022.19911964814,4037.50931467981,3937.75871176418,4073.66600980642
"San Marino","SMR",36601.8275523984,38739.1586025034,41464.7464336905,51268.3341788181,59562.8887353144,60900.5432888271,64248.0506989351,72709.7968797872,78643.5506479242,66722.6993075554,60239.3407070333,57286.6550002958,49985.349570181,51572.5681707239,50806.5343783866,42650.3172583365
"Sao Tome and Principe","STP",NA,524.687994785979,577.64015656774,678.692839578995,745.315451889244,866.504995638803,883.069731483083,896.85161204896,1098.76806096801,1067.91412455968,1094.71071732287,1263.86802227704,1340.52770210677,1577.01827831712,1782.79805936252,1595.86463222251
"Saudi Arabia","SAU",9171.33014480091,8684.64740070286,8695.40007245023,9609.96697474024,11185.1333681643,13791.4462936446,15384.7401519267,16516.6236201086,20078.2577898075,16113.1424853358,19262.5476811757,23745.8016143404,25243.3586984024,24844.7443709487,24463.9031638501,20627.9327820675
"Senegal","SEN",604.654066013211,615.268471723706,656.622707739447,823.721145085384,940.551691829693,993.932041095639,1040.90399425621,1222.3729182258,1411.92933206154,1317.23568742745,1280.22546972155,1373.52078902067,1329.98137880303,1376.06981577192,1396.65822533925,1219.24866243037
"Serbia","SRB",914.785509260555,1727.28119565526,2283.84668494941,3005.42635224484,3502.80315340635,3720.47915467431,4382.61727851692,5848.47640545105,7101.04014116862,6169.11419477823,5735.42285659849,6809.15980400146,6015.94522756969,6755.07351070594,6600.0566499116,5585.1178082606
"Seychelles","SYC",7578.85105298846,7663.13708026446,8331.2619970042,8524.96123557779,10176.6587120064,11092.5107357824,12014.3998729502,12154.8299372808,11122.8620677142,9706.95605963959,10804.6844747547,12189.0951601357,12006.68296237,14765.6739800428,14700.3343006837,14745.3414415607
"Sierra Leone","SLE",138.698692243778,229.375514781377,252.396210279162,266.447110343097,266.569567539112,292.349325247085,323.389184871498,360.372141808683,408.48074207499,391.201005316528,401.835001366837,448.337525527861,566.378656937493,716.835304734774,714.700712388696,588.228452702849
"Singapore","SGP",23852.3270285975,21700.0200458315,22159.6888632741,23730.1524496489,27608.5373712744,29961.2632774569,33769.1541633501,39432.9383493761,40007.469261214,38927.2068817715,47236.9602345421,53890.4287270504,55546.4885386921,56967.4257940383,57562.5307937678,55646.6187469505
"Sint Maarten (Dutch part)","SXM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic","SVK",5413.15062068807,5717.21708969017,6533.55321303732,8712.69879312059,10671.8218610632,11685.7548224391,13159.7594413964,16085.6115233381,18677.2927109318,16531.6705140706,16727.2913264619,18338.3622288437,17460.0468093549,18236.9807888867,18670.9301711227,16309.073235592
"Slovenia","SVN",10201.3035366727,10479.759432707,11777.1555078451,14849.0369516333,17233.1385611279,18098.9087305,19672.9654929018,23787.6466923136,27483.3369524581,24694.2305557835,23509.5433941493,25095.1326282071,22643.1002515007,23496.6023059673,24214.9220717273,20881.7667686947
"Solomon Islands","SLB",1054.38824573508,944.614034082747,784.64982718644,744.352554630394,818.058867255192,880.812991375656,949.337600133404,1048.65001454843,1208.33861780089,1160.30164763159,1290.39878585913,1722.41812107591,1913.23201256373,1977.45140452319,1996.78118438995,1914.46792975705
"Somalia","SOM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Africa","ZAF",3032.42713820462,2666.47490998748,2502.27700465337,3751.2828130871,4833.62751660714,5383.65654250984,5602.01104380458,6095.62243887023,5760.80528723832,5862.79734021167,7328.61562893966,8007.41284634441,7501.4699839525,6832.45689096701,6433.18727662894,5734.63362915331
"South Sudan","SSD",NA,NA,NA,NA,NA,NA,NA,NA,1669.49241411244,1337.88208418369,1535.70818396841,1516.40391483427,1179.73982772896,1779.4693342398,1322.8202385055,1119.65133267823
"Spain","ESP",14713.0657111519,15355.7031663439,17025.5319828692,21463.4426577449,24861.2827964413,26419.2968638221,28365.3134896346,32549.9709785513,35366.2596011983,32042.4740786617,30502.7197080776,31636.4463142558,28324.4293363918,29059.5479522321,29461.5503337389,25732.0183647454
"Sri Lanka","LKA",869.696516609157,832.803440237058,867.491213740342,982.195645858104,1065.78443680197,1248.69818517034,1435.8171774712,1630.38890604323,2037.32210302668,2090.4018261396,2799.64887619972,3200.83382914016,3350.52187589289,3610.28936304898,3819.25352972265,3843.78067184442
"St. Kitts and Nevis","KNA",9836.19556760016,10660.4117348421,11011.3795768453,10631.4069939305,11424.9728962189,12329.6610095808,13612.7677985343,14426.8321232614,15590.5287875818,15388.3672351131,15508.7681119997,16538.1714353341,16044.7054788266,16684.9530184254,18052.0359647472,18029.3255386512
"St. Lucia","LCA",5950.35119596624,5642.92726969188,5646.45653483236,6150.92136926062,6591.8491784908,6948.82145404429,7669.07435065204,7970.03570061152,8456.69463217739,8137.84549438738,8540.41437824647,8983.4366734688,9086.79946207544,9378.56236298604,9843.91581872176,10093.8997626748
"St. Martin (French part)","MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Vincent and the Grenadines","VCT",3676.43964197256,3985.68340157463,4272.86089756834,4447.74381308547,4810.29850257217,5070.51270247543,5625.3513902658,6307.21409590353,6415.80961733554,6232.71936134053,6292.78948709922,6242.19533244977,6390.31063156115,6639.60714595024,6684.80736732912,6920.87807380804
"Sudan","SDN",366.172807593807,383.015998737117,418.251841315996,484.844735148119,573.306926117939,689.209556966579,905.309744891891,1128.41034965442,1304.5330505517,1163.79695168321,1401.47747416771,1437.7732945888,1457.89458202637,1557.22831003842,1709.99960541964,1909.73875450207
"Suriname","SUR",2012.26028656387,1750.55837080141,2267.72106563212,2611.35608621247,3006.18932222207,3590.62661631518,5197.7170468316,5744.75972670722,6831.97041053749,7408.3891106583,8255.7968587048,8263.17292305383,9201.00878530056,9402.23313695562,9472.00759951427,8561.97417855142
"Eswatini","SWZ",1728.70533953017,1521.76761981843,1405.44185636161,2148.61993542738,2699.13340186438,3083.82623244748,3176.70033780248,3327.44187456422,3137.39611518715,3385.84292591115,4168.50517706719,4496.60037883323,4527.66898764161,4230.3440556779,4038.55722839918,3689.51870561216
"Sweden","SWE",29624.9126748618,27247.857734793,29899.1952495081,37321.7979047059,42821.6731423358,43437.0631164776,46593.6021646111,53700.0053363063,56152.552340314,46946.9602719954,52869.0442891587,60755.7595508465,58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322
"Switzerland","CHE",37868.3230595798,38538.9900530944,41376.3939853959,48087.5831393144,53340.147655778,54952.6737181498,57579.5019538092,63555.2374995504,72487.8459296849,69927.4687701171,74605.7210207051,88415.6280609527,83538.2300783858,85112.4643984141,86605.5633762421,82081.5971239792
"Syrian Arab Republic","SYR",1177.62926773348,1258.44732163638,1263.25512201019,1253.39514553421,1407.17842434898,1571.73840701932,1748.90568010465,2032.62348932701,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","TJK",138.428879512683,171.047983362588,190.00250025609,237.75744423262,311.627324802736,340.583032738899,408.838590699258,526.642915434768,715.86511053556,676.12341925805,749.552711015842,847.382101810518,969.296473144289,1048.22729256115,1104.17168941376,929.095857223746
"Tanzania","TZA",410.952327593101,406.538668558325,411.97234578502,431.279693134905,459.259282513861,492.63137929182,485.497487404515,552.839529600341,687.390445540348,695.216776812045,743.403784726004,781.437014324276,867.867680563228,970.416938425046,1030.09291747653,947.933446487903
"Thailand","THA",2007.73517506683,1893.26405987891,2096.18799866778,2359.11686709087,2660.12699829331,2894.06265596401,3369.54340286988,3973.01699148237,4379.65852387961,4213.00633872183,5076.34017438708,5492.12125590558,5860.58250725599,6168.26298501219,5951.88370233604,5840.04652294326
"Timor-Leste","TLS",415.083478663174,529.790252241191,508.791688062428,517.784614613238,453.476717474088,464.519637518525,446.457749720332,523.733697739796,614.432392342903,676.622759421761,806.40786170986,947.513730419925,1013.05045122024,1210.03329624593,1232.45683164031,1334.6619555193
"Togo","TGO",302.206394294343,292.567357624045,326.855600126755,396.030044051086,412.589391962308,406.400950539125,407.694697892417,449.144232824439,544.147523365142,538.441951576399,534.044366810198,587.097136792467,571.806723944167,621.398853574683,640.934219628827,570.910279013434
"Tonga","TON",2065.50266053231,1840.29149505345,1845.41859481147,2033.79090064263,2288.59301514701,2598.24720009345,2892.03918225118,2925.91276038663,3380.61335096516,3062.53309062159,3553.22061448636,4084.6241317437,4597.74230534531,4428.56648134984,4393.9408110033,4320.63799011384
"Trinidad and Tobago","TTO",6435.16468252829,6939.80118408553,7053.0708041133,8807.90037861,10293.805414705,12327.2331723195,14102.4958480936,16539.8781077283,21204.1049703496,14514.1417224997,16683.3553787376,19034.1491966652,19157.4170366712,20143.6644489582,20270.8593716518,18289.704340369
"Tunisia","TUN",2211.82681728547,2253.04470970244,2344.41353342533,2760.41431350156,3111.38270290128,3193.20656949373,3370.03392588511,3775.75001016077,4307.15587838971,4128.46278261191,4141.97635336459,4264.67494604737,4152.67858707583,4222.70324540611,4305.47416504834,3861.68853113497
"Turkey","TUR",4316.54890677774,3119.56579023258,3659.93986846178,4718.19980755343,6040.60769788063,7384.25162790172,8035.37733812325,9711.87359397556,10854.1722529151,9038.5201501726,10672.389245603,11335.5105095101,11707.2597121001,12519.3914258819,12095.8545718135,10948.7246069027
"Turkmenistan","TKM",643.174725992465,774.482830739193,967.890164732092,1283.9112634525,1453.91623815764,1704.41753105704,2136.47432207796,2600.36929181095,3904.46371937896,4036.4559987796,4439.20038235805,5649.95227819669,6675.18565772239,7304.28713230982,7962.23909840679,6432.68070195019
"Turks and Caicos Islands","TCA",NA,16629.3422333472,15784.6035640496,16382.9371076726,18187.2213483146,20533.9162526615,24561.6505052567,25456.3021227579,27648.3440164092,22019.6577315714,21028.4081445193,21835.0831410852,21009.8858098984,21328.9790101062,23296.3369051995,24832.5963703066
"Tuvalu","TUV",1462.85469981826,1391.45349501539,1610.14946238103,1874.46828495417,2182.07838763698,2183.90988927071,2263.12860136197,2644.59192126779,2936.80625962623,2599.87301181428,3022.17650716397,3640.72324004977,3507.94065504737,3454.82869218249,3398.70648337631,3197.77225194394
"Uganda","UGA",261.868997701026,239.473185932773,245.500079364729,243.901526379506,296.046936103797,325.590373610891,347.990356815413,416.898619395623,467.900570300656,793.48328551099,815.873679131482,825.838435186254,783.717921018288,803.509373918698,876.354300461581,840.401571455767
"Ukraine","UKR",635.700535075575,780.321178870619,878.618748941345,1047.50279047739,1366.01647647823,1826.93139114817,2300.76970925872,3065.61129390842,3887.24233680525,2542.99542417522,2965.13971520617,3569.75812083898,3855.41772856732,4029.71125162545,3104.64320609541,2124.6623187838
"United Arab Emirates","ARE",33291.419366353,31280.7842785952,31567.4737120596,33499.0937513705,36333.2498445266,39365.4339019123,41907.405655968,41809.516382842,44498.9342301633,32024.1816031187,33893.303514039,39194.6766208456,40976.4997112455,42412.6302780364,43751.8388860721,38663.3838066363
"United Kingdom","GBR",28149.8700107891,27744.5064592461,30056.5862179301,34419.1479145952,40290.3139710116,42030.2866138136,44599.6975685697,50566.8265956828,47286.9984928367,38713.1374283353,39435.8399018505,42038.572250193,42462.771568145,43444.533001954,47425.6076805194,44974.8318771782
"United States","USA",36334.9087770589,37133.2428088526,38023.1611144021,39496.4858751381,41712.8010675545,44114.7477776705,46298.7314440927,47975.9676758856,48382.5584490552,47099.9804711343,48467.5157769259,49886.8181094923,51610.6052783379,53117.6678308301,55047.7255604544,56822.5188202456
"Uruguay","URY",6875.02132755276,6284.45590044928,4090.89926742495,3624.19805243342,4120.55661101242,5226.93780572011,5887.84870337557,7026.51149120618,9091.0790391692,9451.93244869934,11992.0166261774,14236.681188686,15171.5846634188,16973.6742130217,16831.9729440778,15613.7642726429
"Uzbekistan","UZB",558.226802377,456.706289511583,383.343067990742,396.377979026633,465.119886944025,546.776850185552,654.283837283285,830.407694204322,1082.28602501699,1213.26532816388,1634.31209539718,1926.29299673401,2137.025122118,2281.41097296841,2492.33664277468,2615.025134487
"Vanuatu","VUT",1470.57226526613,1363.11301571423,1354.18616851825,1580.54244363005,1788.08716695791,1887.22657627559,2049.61885568896,2398.61262459488,2705.59765800081,2649.61814352873,2966.85711598678,3264.5370165591,3133.09020920348,3124.23307756588,3088.25830265504,2801.93984778858
"Venezuela, RB","VEN",4842.03720158812,4986.6755860435,3700.87959262076,3272.61502369118,4325.69675587558,5504.97682392969,6833.37789380195,8454.46674316342,11432.7438562616,11765.1001763251,13825.3580883312,10955.3499126366,12985.5053251065,12456.7124535391,16054.4905130962,NA
"Vietnam","VNM",390.093326052633,404.807866242848,430.052867139077,480.579799221457,546.909605842251,687.479735592231,784.37242227845,906.284198109134,1149.4246418463,1217.26855530412,1317.89070617836,1525.11598800104,1735.14127643805,1886.67189633671,2030.26195473318,2085.10148409879
"Virgin Islands (U.S.)","VIR",NA,NA,30126.255644641,31823.1249884799,35024.4774908497,40929.7951205119,41560.9341982634,44333.0656550273,39207.0037546472,38771.2743877127,40043.1901659314,39144.1657740184,37849.7287205036,34819.1477546185,33573.0970301435,34797.14046978
"West Bank and Gaza","PSE",1476.17185000238,1335.55319529359,1156.21747345769,1257.69857009689,1337.56572430673,1455.18787518115,1441.46170046742,1575.56340027289,1857.89051544595,1970.18296337398,2354.12598671847,2695.19385339015,2834.02152463393,3060.3123893102,3046.82179844817,2967.85174651975
"Yemen, Rep.","YEM",554.448633427793,550.360241677081,579.852920528358,620.382758672096,709.965306138625,832.844488626279,921.418443941266,1017.29200069786,1229.24684321745,1116.08459430356,1334.78484461341,1374.62128512758,1446.53635351496,1607.15236498904,1673.14635369478,1395.43963317477
"Zambia","ZMB",345.689554372848,382.94117849531,382.242172375719,435.45808332532,538.591506409662,702.740940632375,1047.91918744918,1124.29058597692,1394.00060846687,1159.90776214745,1489.45930583593,1672.90825103652,1763.07273337195,1878.90700132351,1763.05729765435,1337.79611014087
"Zimbabwe","ZWE",563.057741053574,568.385909190556,530.530579398693,478.007404969228,482.998411302845,476.555323602915,447.854924165548,431.787188267027,356.693349652722,771.598785915315,948.33185445926,1093.65400227511,1304.96980167411,1430.00081795572,1434.89934002278,1445.07106198798
